Symbol,Date,Company,Return,MKTCAP,TRI,TB90,PB,MktPrm
16,2012-02-01,Ghani automobiles industries ltd,0.059396,104278,0.376474293,0.4,20.00,-0.023525707
16,2012-03-01,Ghani automobiles industries ltd,0.017485,124997,0.204186171,0.4,17.00,-0.195813829
16,2012-04-01,Ghani automobiles industries ltd,0.192272,57516,0.814487899,0.4,12.00,0.414487899
16,2012-05-01,Ghani automobiles industries ltd,0.045695,28265,0.731761147,0.4,7.00,0.331761147
16,2012-06-01,Ghani automobiles industries ltd,0.122966,21876,0.891164239,0.4,19.00,0.491164239
16,2012-07-01,Ghani automobiles industries ltd,0.039632,45680,0.795449025,0.4,16.00,0.395449025
16,2012-08-01,Ghani automobiles industries ltd,-0.017572,116648,0.000533618,0.4,2.00,-0.399466382
16,2012-09-01,Ghani automobiles industries ltd,0.087011,14260,0.416151813,0.4,18.00,0.016151813
16,2012-10-01,Ghani automobiles industries ltd,-0.087011,94229,0.37757033,0.4,15.00,-0.02242967
16,2012-11-01,Ghani automobiles industries ltd,0.394802,47971,0.496282278,0.4,7.00,0.096282278
16,2012-12-01,Ghani automobiles industries ltd,-0.047031,77753,0.988752188,0.4,7.00,0.588752188
17,2010-01-01,husein sugar mills,-0.534724,74693,0.5832,0.39,16.00,0.1932
17,2010-02-01,husein sugar mills,-0.305936,98283,0.683,0.39,4.00,0.293
17,2010-03-01,husein sugar mills,-0.026668,40525,0.25,0.39,4.00,-0.14
17,2010-04-01,husein sugar mills,0.052644,19771,0.72,0.39,5.00,0.33
17,2010-05-01,husein sugar mills,-0.262364,31389,0.654,0.39,2.00,0.264
17,2010-06-01,husein sugar mills,-0.397497,50240,0.65,0.39,13.00,0.26
17,2010-07-01,husein sugar mills,0.031253,100577,254,0.39,7.00,253.61
17,2010-08-01,husein sugar mills,-0.039221,141941,0.6,0.39,11.00,0.21
17,2010-09-01,husein sugar mills,0.968504,145792,0.3,0.39,10.00,-0.09
17,2010-10-01,husein sugar mills,-0.093035,43037,0.785,0.39,15.00,0.395
17,2010-11-01,husein sugar mills,-0.182322,21049,0.452,0.39,14.00,0.062
17,2010-12-01,husein sugar mills,0.09531,48678,0.452,0.39,3.00,0.062
17,2011-01-01,husein sugar mills,-0.142395,75840,0.439324909,1.25,14.00,-0.810675091
17,2011-02-01,husein sugar mills,0.000962,123422,0.155908637,1.25,15.00,-1.094091363
17,2011-03-01,husein sugar mills,0.37949,153928,0.091806251,1.25,1.00,-1.158193749
17,2011-04-01,husein sugar mills,0.276934,167845,0.832707242,1.25,12.00,-0.417292758
17,2011-05-01,husein sugar mills,-0.21941,45093,0.305367274,1.25,14.00,-0.944632726
17,2011-06-01,husein sugar mills,0.054394,16280,0.955617613,1.25,8.00,-0.294382387
17,2011-07-01,husein sugar mills,-0.159065,115751,0.924738495,1.25,10.00,-0.325261505
17,2011-08-01,husein sugar mills,0.026541,24929,0.966585274,1.25,19.00,-0.283414726
17,2011-09-01,husein sugar mills,0.102064,149473,0.823740684,1.25,1.00,-0.426259316
17,2011-10-01,husein sugar mills,-0.149512,132723,0.192352738,1.25,15.00,-1.057647262
17,2011-11-01,husein sugar mills,0.042061,127750,0.991917207,1.25,3.00,-0.258082793
17,2011-12-01,husein sugar mills,-0.105285,108079,0.523117319,1.25,4.00,-0.726882681
17,2012-01-01,husein sugar mills,0.176624,84815,0.786385651,0.4,11.00,0.386385651
17,2012-02-01,husein sugar mills,0.36992,67947,0.133333901,0.4,16.00,-0.266666099
17,2012-03-01,husein sugar mills,0.649443,135087,0.790888136,0.4,20.00,0.390888136
17,2012-04-01,husein sugar mills,0.082419,17725,0.815302209,0.4,5.00,0.415302209
17,2012-05-01,husein sugar mills,-0.038715,120581,0.575697593,0.4,19.00,0.175697593
17,2012-06-01,husein sugar mills,-0.118606,92814,0.967796183,0.4,7.00,0.567796183
17,2012-07-01,husein sugar mills,0.125163,46616,0.513903209,0.4,18.00,0.113903209
17,2012-08-01,husein sugar mills,0.255301,28342,0.08225976,0.4,12.00,-0.31774024
17,2012-09-01,husein sugar mills,0,98212,0.89091113,0.4,17.00,0.49091113
17,2012-10-01,husein sugar mills,-0.109589,83654,0.090776911,0.4,3.00,-0.309223089
17,2012-11-01,husein sugar mills,0.217478,104631,0.967409061,0.4,12.00,0.567409061
17,2012-12-01,husein sugar mills,-0.149239,164302,0.016583159,0.4,4.00,-0.383416841
18,2010-01-01,Din textile mills,-0.204845,98026,0.5832,0.39,2.00,0.1932
18,2010-02-01,Din textile mills,0.101972,32968,0.683,0.39,1.00,0.293
18,2010-03-01,Din textile mills,0.029302,3795,0.25,0.39,9.00,-0.14
18,2010-04-01,Din textile mills,0.099688,111758,0.72,0.39,13.00,0.33
18,2010-05-01,Din textile mills,-0.26631,127739,0.654,0.39,7.00,0.264
18,2010-06-01,Din textile mills,0.228735,14669,0.65,0.39,1.00,0.26
18,2010-07-01,Din textile mills,0.064771,117043,254,0.39,13.00,253.61
18,2010-08-01,Din textile mills,-0.120574,131849,0.6,0.39,17.00,0.21
18,2010-09-01,Din textile mills,-0.023465,167609,0.3,0.39,3.00,-0.09
18,2010-10-01,Din textile mills,0.042157,81002,0.785,0.39,20.00,0.395
18,2010-11-01,Din textile mills,0.019863,96981,0.452,0.39,19.00,0.062
18,2010-12-01,Din textile mills,0.017248,76036,0.452,0.39,3.00,0.062
18,2011-01-01,Din textile mills,0.046293,175977,0.34019486,1.25,15.00,-0.90980514
18,2011-02-01,Din textile mills,0.133948,110890,0.42831737,1.25,5.00,-0.82168263
18,2011-03-01,Din textile mills,0.100936,48233,0.664879331,1.25,17.00,-0.585120669
18,2011-04-01,Din textile mills,0.061687,103180,0.559061318,1.25,4.00,-0.690938682
18,2011-05-01,Din textile mills,-0.112267,62421,0.295114772,1.25,7.00,-0.954885228
18,2011-06-01,Din textile mills,-0.050772,165113,0.900670575,1.25,12.00,-0.349329425
18,2011-07-01,Din textile mills,-0.012157,79377,0.127042427,1.25,13.00,-1.122957573
18,2011-08-01,Din textile mills,0.001686,149501,0.628049941,1.25,3.00,-0.621950059
18,2011-09-01,Din textile mills,0.251127,155920,0.215042252,1.25,5.00,-1.034957748
18,2011-10-01,Din textile mills,-0.445223,68759,0.222454903,1.25,12.00,-1.027545097
18,2011-11-01,Din textile mills,-0.008214,84307,0.671594725,1.25,16.00,-0.578405275
18,2011-12-01,Din textile mills,-0.047502,169656,0.041743891,1.25,11.00,-1.208256109
18,2012-01-01,Din textile mills,-0.043641,135244,0.714863972,0.4,19.00,0.314863972
18,2012-02-01,Din textile mills,0.162265,103390,0.116337485,0.4,19.00,-0.283662515
18,2012-03-01,Din textile mills,0.107758,166225,0.425874953,0.4,17.00,0.025874953
18,2012-04-01,Din textile mills,0.170034,74185,0.88706878,0.4,4.00,0.48706878
18,2012-05-01,Din textile mills,-0.014283,71731,0.631934574,0.4,18.00,0.231934574
18,2012-06-01,Din textile mills,-0.041806,9403,0.338700571,0.4,4.00,-0.061299429
18,2012-07-01,Din textile mills,0.03737,23218,0.344046298,0.4,14.00,-0.055953702
18,2012-08-01,Din textile mills,0.01872,14124,0.961350657,0.4,5.00,0.561350657
18,2012-09-01,Din textile mills,0.217162,158082,0.452004423,0.4,6.00,0.052004423
18,2012-10-01,Din textile mills,0.165003,171444,0.508004225,0.4,5.00,0.108004225
18,2012-11-01,Din textile mills,0.393818,168491,0.088285558,0.4,14.00,-0.311714442
18,2012-12-01,Din textile mills,-0.090135,83226,0.458935881,0.4,20.00,0.058935881
19,2010-01-01,Karam ceramics ltd,0.03601,15384,0.5832,0.39,2.00,0.1932
19,2010-02-01,Karam ceramics ltd,0.291693,23758,0.683,0.39,4.00,0.293
19,2010-03-01,Karam ceramics ltd,-0.222343,99476,0.25,0.39,16.00,-0.14
19,2010-04-01,Karam ceramics ltd,-0.262664,121704,0.72,0.39,20.00,0.33
19,2010-05-01,Karam ceramics ltd,-0.535843,95301,0.654,0.39,16.00,0.264
19,2010-06-01,Karam ceramics ltd,0.083115,13084,0.65,0.39,11.00,0.26
19,2010-07-01,Karam ceramics ltd,0.117556,110071,254,0.39,6.00,253.61
19,2010-08-01,Karam ceramics ltd,-0.200671,67675,0.6,0.39,20.00,0.21
19,2010-09-01,Karam ceramics ltd,0.470004,147390,0.3,0.39,5.00,-0.09
19,2010-10-01,Karam ceramics ltd,0.328504,147646,0.785,0.39,18.00,0.395
19,2010-11-01,Karam ceramics ltd,-0.051293,12443,0.452,0.39,18.00,0.062
19,2010-12-01,Karam ceramics ltd,-0.197168,31101,0.452,0.39,12.00,0.062
19,2011-01-01,Karam ceramics ltd,0.023311,103623,0.235716033,1.25,4.00,-1.014283967
19,2011-02-01,Karam ceramics ltd,-0.365934,87658,0.970454338,1.25,17.00,-0.279545662
19,2011-03-01,Karam ceramics ltd,0.225135,174403,0.91215665,1.25,5.00,-0.33784335
19,2011-04-01,Karam ceramics ltd,-0.215217,169121,0.026390042,1.25,4.00,-1.223609958
19,2011-05-01,Karam ceramics ltd,0.001643,136116,0.660084054,1.25,17.00,-0.589915946
19,2011-06-01,Karam ceramics ltd,0.066691,95226,0.24149796,1.25,9.00,-1.00850204
19,2011-07-01,Karam ceramics ltd,0.039162,163861,0.929630017,1.25,1.00,-0.320369983
19,2011-08-01,Karam ceramics ltd,-0.020896,19237,0.439232175,1.25,20.00,-0.810767825
19,2011-09-01,Karam ceramics ltd,0.054305,108311,0.392738377,1.25,11.00,-0.857261623
19,2011-10-01,Karam ceramics ltd,0.124743,83131,0.520151778,1.25,18.00,-0.729848222
19,2011-11-01,Karam ceramics ltd,0.059957,99736,0.680848777,1.25,5.00,-0.569151223
19,2011-12-01,Karam ceramics ltd,-0.044938,9504,0.644251499,1.25,17.00,-0.605748501
19,2012-01-01,Karam ceramics ltd,0.477985,158439,0.999427878,0.4,7.00,0.599427878
19,2012-02-01,Karam ceramics ltd,0.357152,155956,0.80058057,0.4,16.00,0.40058057
19,2012-03-01,Karam ceramics ltd,0.174131,28101,0.620556708,0.4,15.00,0.220556708
19,2012-04-01,Karam ceramics ltd,0.420921,84204,0.08261058,0.4,6.00,-0.31738942
19,2012-05-01,Karam ceramics ltd,-0.118397,54713,0.565353578,0.4,2.00,0.165353578
19,2012-06-01,Karam ceramics ltd,-0.05173,83954,0.61363602,0.4,13.00,0.21363602
19,2012-07-01,Karam ceramics ltd,0.478152,77087,0.797843063,0.4,18.00,0.397843063
19,2012-08-01,Karam ceramics ltd,0.049262,44893,0.089751701,0.4,11.00,-0.310248299
19,2012-09-01,Karam ceramics ltd,0.089048,56003,0.394862576,0.4,1.00,-0.005137424
19,2012-10-01,Karam ceramics ltd,0.217869,83917,0.415717449,0.4,15.00,0.015717449
19,2012-11-01,Karam ceramics ltd,0.12926,158717,0.76927233,0.4,18.00,0.36927233
19,2012-12-01,Karam ceramics ltd,-0.039909,23007,0.783630852,0.4,18.00,0.383630852
20,2010-01-01,Atlas battery ltd,0.014049,20957,0.5832,0.39,6.00,0.1932
20,2010-02-01,Atlas battery ltd,-0.139795,161605,0.683,0.39,14.00,0.293
20,2010-03-01,Atlas battery ltd,0.301654,37657,0.25,0.39,16.00,-0.14
20,2010-04-01,Atlas battery ltd,-0.052284,143216,0.72,0.39,5.00,0.33
20,2010-05-01,Atlas battery ltd,-0.181238,18266,0.654,0.39,15.00,0.264
20,2010-06-01,Atlas battery ltd,0.060539,164733,0.65,0.39,16.00,0.26
20,2010-07-01,Atlas battery ltd,0.117667,11214,254,0.39,17.00,253.61
20,2010-08-01,Atlas battery ltd,-0.113268,131126,0.6,0.39,16.00,0.21
20,2010-09-01,Atlas battery ltd,-0.28252,139124,0.3,0.39,16.00,-0.09
20,2010-10-01,Atlas battery ltd,0.12631,139910,0.785,0.39,16.00,0.395
20,2010-11-01,Atlas battery ltd,0.030447,26574,0.452,0.39,11.00,0.062
20,2010-12-01,Atlas battery ltd,0.169769,143160,0.452,0.39,16.00,0.062
20,2011-01-01,Atlas battery ltd,-0.025634,145475,0.065993179,1.25,17.00,-1.184006821
20,2011-02-01,Atlas battery ltd,0.177338,164235,0.804045626,1.25,11.00,-0.445954374
20,2011-03-01,Atlas battery ltd,0.301616,34038,0.248827153,1.25,9.00,-1.001172847
20,2011-04-01,Atlas battery ltd,0.085561,74903,0.167844482,1.25,6.00,-1.082155518
20,2011-05-01,Atlas battery ltd,-0.002197,44778,0.647121228,1.25,4.00,-0.602878772
20,2011-06-01,Atlas battery ltd,0.033815,170929,0.00328565,1.25,18.00,-1.24671435
20,2011-07-01,Atlas battery ltd,-0.048114,166524,0.770949145,1.25,3.00,-0.479050855
20,2011-08-01,Atlas battery ltd,-0.036563,26190,0.191469684,1.25,5.00,-1.058530316
20,2011-09-01,Atlas battery ltd,0.00984,106686,0.673022598,1.25,2.00,-0.576977402
20,2011-10-01,Atlas battery ltd,-0.659148,94080,0.205289815,1.25,6.00,-1.044710185
20,2011-11-01,Atlas battery ltd,-0.149597,31237,0.439035362,1.25,18.00,-0.810964638
20,2011-12-01,Atlas battery ltd,-0.216965,178744,0.223135515,1.25,20.00,-1.026864485
20,2012-01-01,Atlas battery ltd,-0.036673,31349,0.720742452,0.4,11.00,0.320742452
20,2012-02-01,Atlas battery ltd,0.154706,91526,0.384173404,0.4,4.00,-0.015826596
20,2012-03-01,Atlas battery ltd,0.09531,57707,0.768815195,0.4,8.00,0.368815195
20,2012-04-01,Atlas battery ltd,0.260031,45396,0.240270329,0.4,13.00,-0.159729671
20,2012-05-01,Atlas battery ltd,-0.054249,71631,0.962755408,0.4,9.00,0.562755408
20,2012-06-01,Atlas battery ltd,-0.01341,141017,0.366194558,0.4,13.00,-0.033805442
20,2012-07-01,Atlas battery ltd,0.037777,163279,0.285966897,0.4,1.00,-0.114033103
20,2012-08-01,Atlas battery ltd,0.144544,84666,0.822738504,0.4,8.00,0.422738504
20,2012-09-01,Atlas battery ltd,-0.109536,179980,0.063210266,0.4,2.00,-0.336789734
20,2012-10-01,Atlas battery ltd,0.104523,174965,0.628499751,0.4,20.00,0.228499751
20,2012-11-01,Atlas battery ltd,0.075393,192766,0.275560871,0.4,15.00,-0.124439129
20,2012-12-01,Atlas battery ltd,-0.05017,198298,0.754470722,0.4,12.00,0.354470722
21,2010-01-01,NOON sugar mills,-0.244313,53474,0.5832,0.39,1.00,0.1932
21,2010-02-01,NOON sugar mills,0.02299,35747,0.683,0.39,16.00,0.293
21,2010-03-01,NOON sugar mills,-0.165196,182347,0.25,0.39,14.00,-0.14
21,2010-04-01,NOON sugar mills,-0.078034,191856,0.72,0.39,12.00,0.33
21,2010-05-01,NOON sugar mills,-0.423009,84805,0.654,0.39,12.00,0.264
21,2010-06-01,NOON sugar mills,-0.016957,87615,0.65,0.39,4.00,0.26
21,2010-07-01,NOON sugar mills,-0.012681,154641,254,0.39,16.00,253.61
21,2010-08-01,NOON sugar mills,0.018067,183747,0.6,0.39,10.00,0.21
21,2010-09-01,NOON sugar mills,0.007137,174116,0.3,0.39,17.00,-0.09
21,2010-10-01,NOON sugar mills,0.132976,76424,0.785,0.39,20.00,0.395
21,2010-11-01,NOON sugar mills,0.055254,42968,0.452,0.39,11.00,0.062
21,2010-12-01,NOON sugar mills,-0.12536,106608,0.452,0.39,6.00,0.062
21,2011-01-01,NOON sugar mills,0.084531,88222,0.775688373,1.25,5.00,-0.474311627
21,2011-02-01,NOON sugar mills,-0.254069,90344,0.798865555,1.25,5.00,-0.451134445
21,2011-03-01,NOON sugar mills,-0.289994,174197,0.921743313,1.25,3.00,-0.328256687
21,2011-04-01,NOON sugar mills,-0.000772,108563,0.84255082,1.25,6.00,-0.40744918
21,2011-05-01,NOON sugar mills,-0.101507,183269,0.790104752,1.25,15.00,-0.459895248
21,2011-06-01,NOON sugar mills,0.02365,137284,0.433630461,1.25,16.00,-0.816369539
21,2011-07-01,NOON sugar mills,-0.205971,126438,0.120285037,1.25,16.00,-1.129714963
21,2011-08-01,NOON sugar mills,-0.073398,4889,0.269623025,1.25,20.00,-0.980376975
21,2011-09-01,NOON sugar mills,0.101711,57719,0.188983033,1.25,1.00,-1.061016967
21,2011-10-01,NOON sugar mills,-0.124034,100532,0.384964869,1.25,18.00,-0.865035131
21,2011-11-01,NOON sugar mills,-0.042658,81179,0.782156542,1.25,12.00,-0.467843458
21,2011-12-01,NOON sugar mills,-0.034755,114707,0.589240027,1.25,9.00,-0.660759973
21,2012-01-01,NOON sugar mills,0.041757,191334,0.286563376,0.4,6.00,-0.113436624
21,2012-02-01,NOON sugar mills,-0.039221,118041,0.111110107,0.4,15.00,-0.288889893
21,2012-03-01,NOON sugar mills,0,6892,0.488419558,0.4,6.00,0.088419558
21,2012-04-01,NOON sugar mills,0,98883,0.761454067,0.4,14.00,0.361454067
21,2012-05-01,NOON sugar mills,0.400028,92625,0.076531658,0.4,1.00,-0.323468342
21,2012-06-01,NOON sugar mills,0.146242,36737,0.915061138,0.4,12.00,0.515061138
21,2012-07-01,NOON sugar mills,0.195667,152319,0.037479793,0.4,8.00,-0.362520207
21,2012-08-01,NOON sugar mills,0.114858,126395,0.148308338,0.4,5.00,-0.251691662
21,2012-09-01,NOON sugar mills,-0.431964,64807,0.58622574,0.4,12.00,0.18622574
21,2012-10-01,NOON sugar mills,0.179994,11233,0.308077602,0.4,11.00,-0.091922398
21,2012-11-01,NOON sugar mills,-0.002333,90034,0.613213016,0.4,19.00,0.213213016
21,2012-12-01,NOON sugar mills,-0.044784,93500,0.260267097,0.4,12.00,-0.139732903
22,2010-01-01,Shabbir tiles& ceramics ltd,-0.09531,191511,0.5832,0.39,9.00,0.1932
22,2010-02-01,Shabbir tiles& ceramics ltd,0.156149,79894,0.683,0.39,16.00,0.293
22,2010-03-01,Shabbir tiles& ceramics ltd,-0.016387,46747,0.25,0.39,3.00,-0.14
22,2010-04-01,Shabbir tiles& ceramics ltd,-0.025541,114648,0.72,0.39,12.00,0.33
22,2010-05-01,Shabbir tiles& ceramics ltd,-0.052186,14418,0.654,0.39,15.00,0.264
22,2010-06-01,Shabbir tiles& ceramics ltd,0.008423,213703,0.65,0.39,20.00,0.26
22,2010-07-01,Shabbir tiles& ceramics ltd,0.051759,80957,254,0.39,18.00,253.61
22,2010-08-01,Shabbir tiles& ceramics ltd,-0.144463,45289,0.6,0.39,19.00,0.21
22,2010-09-01,Shabbir tiles& ceramics ltd,-0.128577,137462,0.3,0.39,7.00,-0.09
22,2010-10-01,Shabbir tiles& ceramics ltd,-0.072321,196347,0.785,0.39,13.00,0.395
22,2010-11-01,Shabbir tiles& ceramics ltd,0.117783,124645,0.452,0.39,18.00,0.062
22,2010-12-01,Shabbir tiles& ceramics ltd,-0.059514,45153,0.452,0.39,5.00,0.062
22,2011-01-01,Shabbir tiles& ceramics ltd,0.002755,141994,0.718482045,1.25,6.00,-0.531517955
22,2011-02-01,Shabbir tiles& ceramics ltd,-0.080157,161372,0.762941851,1.25,9.00,-0.487058149
22,2011-03-01,Shabbir tiles& ceramics ltd,0.15564,153630,0.907248981,1.25,10.00,-0.342751019
22,2011-04-01,Shabbir tiles& ceramics ltd,-0.121937,8607,0.327406188,1.25,4.00,-0.922593812
22,2011-05-01,Shabbir tiles& ceramics ltd,-0.092002,49704,0.732104432,1.25,16.00,-0.517895568
22,2011-06-01,Shabbir tiles& ceramics ltd,-0.149685,38782,0.491626438,1.25,14.00,-0.758373562
22,2011-07-01,Shabbir tiles& ceramics ltd,-0.096228,136615,0.1169853,1.25,9.00,-1.1330147
22,2011-08-01,Shabbir tiles& ceramics ltd,-0.09531,2811,0.367333047,1.25,11.00,-0.882666953
22,2011-09-01,Shabbir tiles& ceramics ltd,0.2043,11844,0.044732518,1.25,14.00,-1.205267482
22,2011-10-01,Shabbir tiles& ceramics ltd,-0.09894,186155,0.001157773,1.25,19.00,-1.248842227
22,2011-11-01,Shabbir tiles& ceramics ltd,0.019803,198954,0.409806809,1.25,18.00,-0.840193191
22,2011-12-01,Shabbir tiles& ceramics ltd,-0.268264,29897,0.88898817,1.25,20.00,-0.36101183
22,2012-01-01,Shabbir tiles& ceramics ltd,-0.004981,83908,0.997001463,0.4,14.00,0.597001463
22,2012-02-01,Shabbir tiles& ceramics ltd,0.013639,37666,0.617989328,0.4,2.00,0.217989328
22,2012-03-01,Shabbir tiles& ceramics ltd,-0.05311,43397,0.044638643,0.4,9.00,-0.355361357
22,2012-04-01,Shabbir tiles& ceramics ltd,-0.04516,32836,0.869280436,0.4,2.00,0.469280436
22,2012-05-01,Shabbir tiles& ceramics ltd,0.032088,35566,0.134595121,0.4,1.00,-0.265404879
22,2012-06-01,Shabbir tiles& ceramics ltd,-0.061036,169142,0.404210918,0.4,2.00,0.004210918
22,2012-07-01,Shabbir tiles& ceramics ltd,0.092126,43478,0.308395565,0.4,13.00,-0.091604435
22,2012-08-01,Shabbir tiles& ceramics ltd,0.253297,186361,0.732827254,0.4,11.00,0.332827254
22,2012-09-01,Shabbir tiles& ceramics ltd,-0.061244,125741,0.637335729,0.4,2.00,0.237335729
22,2012-10-01,Shabbir tiles& ceramics ltd,0.056281,118741,0.448954737,0.4,2.00,0.048954737
22,2012-11-01,Shabbir tiles& ceramics ltd,-0.118156,191906,0.472827742,0.4,2.00,0.072827742
22,2012-12-01,Shabbir tiles& ceramics ltd,-0.031857,128636,0.541717237,0.4,19.00,0.141717237
23,2010-01-01,Sitara energy ltd,-0.009259,221788,0.5832,0.39,10.00,0.1932
23,2010-02-01,Sitara energy ltd,-0.02353,159204,0.683,0.39,1.00,0.293
23,2010-03-01,Sitara energy ltd,0.02353,79897,0.25,0.39,8.00,-0.14
23,2010-04-01,Sitara energy ltd,0.074374,29059,0.72,0.39,7.00,0.33
23,2010-05-01,Sitara energy ltd,-0.117136,54219,0.654,0.39,16.00,0.264
23,2010-06-01,Sitara energy ltd,-0.004866,227804,0.65,0.39,8.00,0.26
23,2010-07-01,Sitara energy ltd,0.114634,30830,254,0.39,15.00,253.61
23,2010-08-01,Sitara energy ltd,-0.090537,198365,0.6,0.39,4.00,0.21
23,2010-09-01,Sitara energy ltd,0.063645,212208,0.3,0.39,12.00,-0.09
23,2010-10-01,Sitara energy ltd,-0.137753,69261,0.785,0.39,7.00,0.395
23,2010-11-01,Sitara energy ltd,-0.046715,105144,0.452,0.39,6.00,0.062
23,2010-12-01,Sitara energy ltd,-0.005928,135467,0.452,0.39,18.00,0.062
23,2011-01-01,Sitara energy ltd,0.003711,140992,0.188097999,1.25,20.00,-1.061902001
23,2011-02-01,Sitara energy ltd,0.184172,7560,0.32273228,1.25,13.00,-0.92726772
23,2011-03-01,Sitara energy ltd,-0.034475,52694,0.528925154,1.25,15.00,-0.721074846
23,2011-04-01,Sitara energy ltd,-0.036037,139850,0.916355492,1.25,17.00,-0.333644508
23,2011-05-01,Sitara energy ltd,-0.059592,17261,0.147119143,1.25,13.00,-1.102880857
23,2011-06-01,Sitara energy ltd,-0.033902,6406,0.108851765,1.25,5.00,-1.141148235
23,2011-07-01,Sitara energy ltd,0.224957,104,0.728268053,1.25,15.00,-0.521731947
23,2011-08-01,Sitara energy ltd,0.014389,38481,0.127638652,1.25,19.00,-1.122361348
23,2011-09-01,Sitara energy ltd,-0.205444,27221,0.454875084,1.25,4.00,-0.795124916
23,2011-10-01,Sitara energy ltd,-0.192904,41341,0.907676179,1.25,2.00,-0.342323821
23,2011-11-01,Sitara energy ltd,-0.35364,217165,0.522966029,1.25,12.00,-0.727033971
23,2011-12-01,Sitara energy ltd,0,103228,0.91989336,1.25,11.00,-0.33010664
23,2012-01-01,Sitara energy ltd,-0.109631,188832,0.212057843,0.4,8.00,-0.187942157
23,2012-02-01,Sitara energy ltd,0.091773,70071,0.236629114,0.4,8.00,-0.163370886
23,2012-03-01,Sitara energy ltd,0.008969,173262,0.369196231,0.4,20.00,-0.030803769
23,2012-04-01,Sitara energy ltd,-0.017413,227331,0.845163868,0.4,7.00,0.445163868
23,2012-05-01,Sitara energy ltd,0.023347,285,0.7614588,0.4,5.00,0.3614588
23,2012-06-01,Sitara energy ltd,-0.023953,129396,0.628287858,0.4,16.00,0.228287858
23,2012-07-01,Sitara energy ltd,0.029853,59448,0.995379935,0.4,20.00,0.595379935
23,2012-08-01,Sitara energy ltd,0,200981,0.924305262,0.4,16.00,0.524305262
23,2012-09-01,Sitara energy ltd,0.147405,65778,0.897666799,0.4,12.00,0.497666799
23,2012-10-01,Sitara energy ltd,0.107693,73669,0.601060384,0.4,9.00,0.201060384
23,2012-11-01,Sitara energy ltd,0.047183,73479,0.359906858,0.4,11.00,-0.040093142
23,2012-12-01,Sitara energy ltd,0.21441,85233,0.079320211,0.4,18.00,-0.320679789
24,2010-01-01,Baluchistan wheels ltd,0.017094,152492,0.5832,0.39,16.00,0.1932
24,2010-02-01,Baluchistan wheels ltd,0.108474,227206,0.683,0.39,20.00,0.293
24,2010-03-01,Baluchistan wheels ltd,-0.017797,22415,0.25,0.39,17.00,-0.14
24,2010-04-01,Baluchistan wheels ltd,0.207794,1420,0.72,0.39,19.00,0.33
24,2010-05-01,Baluchistan wheels ltd,-0.299828,176684,0.654,0.39,4.00,0.264
24,2010-06-01,Baluchistan wheels ltd,-0.015738,103818,0.65,0.39,8.00,0.26
24,2010-07-01,Baluchistan wheels ltd,0.09217,193113,254,0.39,3.00,253.61
24,2010-08-01,Baluchistan wheels ltd,-0.000315,126371,0.6,0.39,10.00,0.21
24,2010-09-01,Baluchistan wheels ltd,-0.059956,27730,0.3,0.39,5.00,-0.09
24,2010-10-01,Baluchistan wheels ltd,0.127165,180481,0.785,0.39,12.00,0.395
24,2010-11-01,Baluchistan wheels ltd,0.02584,116868,0.452,0.39,15.00,0.062
24,2010-12-01,Baluchistan wheels ltd,-0.031148,197789,0.452,0.39,16.00,0.062
24,2011-01-01,Baluchistan wheels ltd,-0.028171,126166,0.663925913,1.25,8.00,-0.586074087
24,2011-02-01,Baluchistan wheels ltd,-0.223144,151898,0.381545346,1.25,19.00,-0.868454654
24,2011-03-01,Baluchistan wheels ltd,0.068993,166165,0.215599123,1.25,1.00,-1.034400877
24,2011-04-01,Baluchistan wheels ltd,-0.013423,35561,0.048980354,1.25,16.00,-1.201019646
24,2011-05-01,Baluchistan wheels ltd,0.026668,126499,0.729550703,1.25,6.00,-0.520449297
24,2011-06-01,Baluchistan wheels ltd,-0.164068,123801,0.423725374,1.25,12.00,-0.826274626
24,2011-07-01,Baluchistan wheels ltd,-0.015625,12828,0.110035146,1.25,5.00,-1.139964854
24,2011-08-01,Baluchistan wheels ltd,-0.180748,177155,0.511657812,1.25,14.00,-0.738342188
24,2011-09-01,Baluchistan wheels ltd,-0.078472,82305,0.175006636,1.25,1.00,-1.074993364
24,2011-10-01,Baluchistan wheels ltd,-0.119059,233557,0.686259475,1.25,13.00,-0.563740525
24,2011-11-01,Baluchistan wheels ltd,0.033902,195673,0.03753267,1.25,5.00,-1.21246733
24,2011-12-01,Baluchistan wheels ltd,-0.022473,224575,0.255963114,1.25,2.00,-0.994036886
24,2012-01-01,Baluchistan wheels ltd,-0.029522,198310,0.314280823,0.4,1.00,-0.085719177
24,2012-02-01,Baluchistan wheels ltd,-0.013828,95690,0.289744835,0.4,14.00,-0.110255165
24,2012-03-01,Baluchistan wheels ltd,0.012579,471,0.932711434,0.4,17.00,0.532711434
24,2012-04-01,Baluchistan wheels ltd,0.015504,107970,0.369976241,0.4,4.00,-0.030023759
24,2012-05-01,Baluchistan wheels ltd,0.074108,237817,0.264902381,0.4,6.00,-0.135097619
24,2012-06-01,Baluchistan wheels ltd,-0.028988,144613,0.928672364,0.4,12.00,0.528672364
24,2012-07-01,Baluchistan wheels ltd,-0.084021,174428,0.138203124,0.4,7.00,-0.261796876
